activity.name subject tbodyacc.mean.x tbodyacc.mean.y tbodyacc.mean.z tbodyacc.std.x tbodyacc.std.y tbodyacc.std.z tgravityacc.mean.x tgravityacc.mean.y tgravityacc.mean.z tgravityacc.std.x tgravityacc.std.y tgravityacc.std.z tbodyaccjerk.mean.x tbodyaccjerk.mean.y tbodyaccjerk.mean.z tbodyaccjerk.std.x tbodyaccjerk.std.y tbodyaccjerk.std.z tbodygyro.mean.x tbodygyro.mean.y tbodygyro.mean.z tbodygyro.std.x tbodygyro.std.y tbodygyro.std.z tbodygyrojerk.mean.x tbodygyrojerk.mean.y tbodygyrojerk.mean.z tbodygyrojerk.std.x tbodygyrojerk.std.y tbodygyrojerk.std.z tbodyaccmag.mean tbodyaccmag.std tgravityaccmag.mean tgravityaccmag.std tbodyaccjerkmag.mean tbodyaccjerkmag.std tbodygyromag.mean tbodygyromag.std tbodygyrojerkmag.mean tbodygyrojerkmag.std fbodyacc.mean.x fbodyacc.mean.y fbodyacc.mean.z fbodyacc.std.x fbodyacc.std.y fbodyacc.std.z fbodyacc.meanfreq.x fbodyacc.meanfreq.y fbodyacc.meanfreq.z fbodyaccjerk.mean.x fbodyaccjerk.mean.y fbodyaccjerk.mean.z fbodyaccjerk.std.x fbodyaccjerk.std.y fbodyaccjerk.std.z fbodyaccjerk.meanfreq.x fbodyaccjerk.meanfreq.y fbodyaccjerk.meanfreq.z fbodygyro.mean.x fbodygyro.mean.y fbodygyro.mean.z fbodygyro.std.x fbodygyro.std.y fbodygyro.std.z fbodygyro.meanfreq.x fbodygyro.meanfreq.y fbodygyro.meanfreq.z fbodyaccmag.mean fbodyaccmag.std fbodyaccmag.meanfreq fbodybodyaccjerkmag.mean fbodybodyaccjerkmag.std fbodybodyaccjerkmag.meanfreq fbodybodygyromag.mean fbodybodygyromag.std fbodybodygyromag.meanfreq fbodybodygyrojerkmag.mean fbodybodygyrojerkmag.std fbodybodygyrojerkmag.meanfreq angle.tbodyaccmean.gravity. angle.tbodyaccjerkmean..gravitymean. angle.tbodygyromean.gravitymean. angle.tbodygyrojerkmean.gravitymean. angle.x.gravitymean. angle.y.gravitymean. angle.z.gravitymean.
11 STANDING 2 0.268459469914894 -0.0325269755153191 -0.107471453914894 -0.0457237779851064 0.185022459476596 -0.308938978787234 0.936821834893617 -0.265942569148936 -0.0232035364248936 -0.95357996893617 -0.900511719787234 -0.92141958 0.0795443483829787 0.0140130363106383 -0.025590953282766 -0.223896564340426 -0.125026612744681 -0.63836903212766 0.0395191121489362 -0.117195551802128 0.0424442819489362 -0.443342262340426 -0.440345826382979 -0.26545133312766 -0.143029686361702 -0.0559895777393617 -0.0534895401 -0.305245202489362 -0.631822048297872 -0.282154378489362 0.0435562021989362 -0.136736383765957 0.0435562021989362 -0.136736383765957 -0.247403476914894 -0.310186545957447 -0.235516929306383 -0.354687870212766 -0.47348816787234 -0.557988065531915 -0.161485339978723 0.0728903158085106 -0.457470676808511 -0.00473819670425532 0.165037631180851 -0.28925665906383 -0.427706137489362 -0.122487323859574 -0.135264615917021 -0.289725470425532 -0.19681792087234 -0.606717464680851 -0.22532784293617 -0.105311152804255 -0.668825711276596 -0.397835581489362 -0.577009359574468 -0.339640932702128 -0.263615096246809 -0.516609046808511 -0.139801393244681 -0.501685580212766 -0.403486393191489 -0.380378006808511 -0.0615803357659574 -0.138063832148936 0.0608132840234043 -0.169261525 -0.254091927148936 -0.020494853812766 -0.264674938957447 -0.378616675957447 0.124513300170213 -0.392564530851064 -0.440445051914894 -0.0234001987774468 -0.571344138723404 -0.572485019787234 0.00578631120914894 -0.0204224405851064 -0.0772287023617021 -0.293346475531915 0.112446922106383 -0.754346294893617 0.266611003404255 0.0378686889744681
12 LAYING 2 0.268229355098039 -0.0272425385070588 -0.122082438784314 -0.0501350188513725 0.189276117327451 -0.353519514896078 0.913632241568627 -0.340732608823529 -0.0184608964392157 -0.959399425098039 -0.912900683137255 -0.906196352156863 0.07210675 0.00371343419607843 -0.00237816579411765 -0.180301156098039 -0.0413994646723529 -0.560830688235294 -0.0767406825588235 -0.0518981989072549 0.0664234025976471 -0.321973723647059 -0.315799901607843 -0.18390018167451 -0.0652024492378431 -0.0457705354509804 -0.0576800048435294 -0.186763293747059 -0.486494120980392 -0.170814790834118 0.0177790974433333 -0.0791508842176471 0.0177790974433333 -0.0791508842176471 -0.207379799254902 -0.169970363039216 -0.12912124415098 -0.199893710196078 -0.342895367921569 -0.440079851313725 -0.131075372803922 0.0978035099588235 -0.42724809972549 -0.0211335627276471 0.159123777172549 -0.36587418445098 -0.44512058675098 -0.0948830032690196 -0.0667867912058824 -0.244812769960784 -0.122991594331373 -0.549314615882353 -0.186815074235294 -0.0169811409705882 -0.571673957058824 -0.441959115607843 -0.501170339607843 -0.401683801941176 -0.115065008156863 -0.329653779629412 -0.0464142110215686 -0.390248128039216 -0.31361857145098 -0.309998085098039 -0.0559140146313725 -0.129471190964706 0.0102927666117647 -0.0819479396203922 -0.222161433666667 -0.0140154345627451 -0.169868234496078 -0.177734840922353 -0.0612378407705882 -0.230627015078431 -0.318173892545098 0.0144807316545098 -0.45923633377451 -0.455937719019608 0.0285053836466667 0.00864138094705883 0.00321117401960784 0.128194466470588 -0.0993653566196078 -0.679096001568627 0.318508028823529 0.0345334914843137
13 WALKING 3 0.289188320408163 -0.00991850461020408 -0.107566190908163 0.0300353383483878 -0.0319359434489796 -0.230434213204082 0.931874418979592 -0.266610338979592 -0.0621199585938775 -0.950559811632653 -0.937018658979592 -0.895939695102041 0.0541553164897959 0.0296504490408163 -0.0109719730183673 -0.012283860544898 -0.101601390640816 -0.345735032326531 -0.0350781902989796 -0.0909371290204082 0.0900850142030612 -0.458030542938775 -0.126349194938775 -0.124702454242857 -0.0739592036271429 -0.0439902783367347 -0.0270461061061224 -0.487027342244898 -0.238824827530612 -0.268761480242857 0.0271882914106122 0.0198843506265306 0.0271882914106122 0.0198843506265306 -0.0894474807979592 -0.0257877197081633 -0.0757412543673469 -0.225724368061224 -0.295463843346939 -0.306510645530612 0.0382291831510204 0.00154990783591837 -0.225574471693878 0.0243308391387755 -0.112963739953061 -0.297927894693878 -0.307395198687755 0.0632200839346939 0.294322700810612 -0.0276638676122449 -0.12866715764898 -0.288334735714286 -0.0863278966402041 -0.134580008877551 -0.401721464285714 -0.253164344918367 -0.33758970122449 0.00937223889183673 -0.352449631363265 -0.0557022524693878 -0.0318694271979592 -0.495422486102041 -0.181414728657143 -0.238443565306122 -0.100453729040816 0.0825511487183673 -0.0756762067714286 0.0965845343040816 -0.186530301073469 0.119187142767959 0.0262184949326531 -0.104052260726531 0.0764915474326531 -0.185720285744898 -0.398350390122449 0.349613895469388 -0.281963359177551 -0.391919876612245 0.190000706165102 -0.00269512515918367 0.0899316865510204 0.0633382849183673 -0.0399768458163265 -0.744483753469388 0.267245784693878 0.0650047072244898
14 WALKING_UPSTAIRS 3 0.27761534806383 -0.0226614158361702 -0.116812942382979 0.0463666814446808 0.262881788951064 -0.10283790806383 0.861831345531915 -0.325780100638298 -0.0438890162723404 -0.940361759574468 -0.940068525531915 -0.931438313191489 0.110040615569574 -0.00327959081489362 -0.0209351677765957 0.147249143238298 0.126828014557447 -0.340122023191489 -0.11594735287234 -0.00482329231914894 0.097173808906383 -0.320789230008511 -0.415739144893617 -0.279418388042553 -0.0581038498510638 -0.0421470257531915 -0.0710229816893617 -0.243940592553192 -0.469396701106383 -0.218266318606383 0.0899511204978723 0.215586334889362 0.0899511204978723 0.215586334889362 0.00565516335106383 0.22961718512766 -0.162188586930426 -0.274844110531915 -0.410872671489362 -0.343187875404255 0.112841160325532 0.278345041765957 -0.131290772 0.0161046198595745 0.171973972957447 -0.162032894287234 -0.273711609659574 0.0119309606468085 0.0903678546504255 0.138120681087234 0.0962091607617021 -0.271498721106383 0.0499590624829787 0.0808333491276596 -0.408227423191489 -0.143898149531915 -0.357514501744681 -0.234703932446809 -0.145775970406383 -0.361913824 -0.0874944736085106 -0.379436674361702 -0.458732747446809 -0.422987665106383 -0.0375298023191489 0.0770894557234043 0.1367749584 0.293424826591489 -0.0214787881723404 0.0938321297617021 0.222247409576596 0.227480732542553 0.0188355111404255 -0.320838543553191 -0.372576755361702 0.103971241706383 -0.380175306489362 -0.343698985425532 -0.0512479640553192 -0.0243291092914894 -0.00637550521276596 0.366551180212766 -0.073580298587234 -0.624985569787234 0.311800312978723 0.0537293985574468
15 WALKING_DOWNSTAIRS 3 0.292423484693878 -0.0193554079328571 -0.116139842908163 -0.0574100475102041 -0.0331503723387755 -0.362240245489796 0.939057787755102 -0.228829214285714 -0.102352758040816 -0.950061129591837 -0.946094637755102 -0.899943947755102 0.0725689294489796 0.0109707769183673 -0.00202727978142857 -0.0858010042244898 -0.111439194979592 -0.571735243061224 -0.13157327645102 -0.0139358043959184 0.123826738353061 -0.261653414014286 -0.546740387959184 -0.44230776755102 -0.0778701650285714 -0.0391567930959184 -0.0416193131122449 -0.285683162346939 -0.680947338163265 -0.374605412306122 -0.0628126118283674 -0.0411340078469388 -0.0628126118283674 -0.0411340078469388 -0.205239246653061 -0.0926324494530612 -0.215294501244898 -0.245794699346939 -0.508567577142857 -0.583919211020408 -0.0421706943244898 -0.00770048300204082 -0.404452414285714 -0.0654417192653061 -0.109722354322449 -0.389723034061224 -0.325863694730612 0.0529065241102041 -0.0566003044840816 -0.0906707125102041 -0.135938542632653 -0.529059450612245 -0.165442898685714 -0.14772824006198 -0.613525074285714 -0.229599432510204 -0.356023306938775 -0.274421716 -0.129066574295918 -0.542694164081633 -0.302866461179592 -0.30863033105102 -0.553094540204082 -0.548164313265306 -0.159888621187755 -0.109972458132653 0.0910072841755102 0.0289413195612245 -0.233849422120408 0.0439616686306122 -0.049477977322449 -0.159102288018367 0.0434967841218367 -0.332376629371429 -0.322440827020408 -0.0516699550093633 -0.576277199387755 -0.624910820612245 0.0654444360816327 -0.0475794238163265 -0.0108494994238776 0.313783896122449 -0.077283993244898 -0.766823525918367 0.240927177346939 0.0932212612040816
16 SITTING 3 0.279965329555556 -0.00980200850666667 -0.1067775246 0.0111935496222222 -0.21859832499 -0.479185977111111 0.947731858666667 -0.0620852772955556 0.148714808888889 -0.955258881333333 -0.932066041111111 -0.937753794444444 0.0971862748866667 0.00563780215111111 -0.00729137766444444 -0.145759708684667 -0.146242294857778 -0.626646986888889 -0.102838822533333 -0.0704025952333333 0.05926394948 -0.370244695288889 -0.699453537111111 -0.498480800444444 -0.0921282734666667 -0.0348434913444444 -0.0492836435688889 -0.395995494444444 -0.816858240222222 -0.325780073711111 -0.0491616726733333 -0.0819559041111111 -0.0491616726733333 -0.0819559041111111 -0.228851413747333 -0.216858921977778 -0.3466062928 -0.3805726254 -0.592843014888889 -0.637079543555556 -0.0722392276888889 -0.129606639466667 -0.494683451555556 0.0390098262533333 -0.32253131772 -0.512694303111111 -0.342285696395556 0.213581745013333 0.0478375669635111 -0.16163290774 -0.172941628735556 -0.583917371333333 -0.208250062317778 -0.177202094317778 -0.668867334444444 -0.179115175957778 -0.181293185048889 -0.169702261222222 -0.240298893435556 -0.717545840444444 -0.318306481022222 -0.414919000955556 -0.691518367333333 -0.621658471333333 -0.127145376957778 -0.185485631124444 0.3770740968 -0.01907433524 -0.263644030288889 0.101078170917778 -0.175295286557778 -0.280426776955556 0.0926236938266667 -0.429213369555556 -0.457674088 0.0600292045888889 -0.621752455777778 -0.685470931777778 0.144436925733333 0.000633759377777773 -0.0525297218666667 0.353626044222222 -0.0625619543688889 -0.852409054444444 0.1265381706 -0.0832015467555555
17 STANDING 3 0.29354392712766 -0.00850107533191489 -0.100319930659574 0.275046110468085 0.0907630761042553 -0.325891435319149 0.956649352553192 -0.0607578318319149 0.0216777910246191 -0.950490938510638 -0.912363420851064 -0.927192732978723 0.109650600459574 0.0137618233808511 0.0213397664446809 0.0322415501638298 0.0473612314702128 -0.52265163787234 -0.068294569906383 -0.0707805998787234 0.0806559989574468 -0.46064684487234 -0.409134149148936 -0.227869042382979 -0.110149008255319 -0.0708296588478723 -0.0399656935617021 -0.411302217446809 -0.514591487234043 -0.0344217467042553 0.211138853638298 0.205422375957447 0.211138853638298 0.205422375957447 -0.0637528559361702 -0.0292570509829787 -0.218029835319149 -0.360678305253192 -0.39719562106383 -0.450303212340426 0.0984320090212766 0.0792280694042553 -0.374740089574468 0.336554724893617 0.0268269875085106 -0.353397850212766 -0.45352450106383 0.0363662394234043 -0.00437220373021277 -0.0368012151170213 -0.0568032957531915 -0.491979946170213 0.011055933212766 0.0901720096791489 -0.551178075319149 -0.350911621829787 -0.470994737234043 -0.303523360659574 -0.295345101425532 -0.382483075106383 -0.034175027916383 -0.51494094106383 -0.431552775319149 -0.374705187021277 -0.00892286550425532 -0.00764242092148936 0.211555807 0.155742168808511 0.0428533623276596 -0.0137055065085106 0.00918394264170213 -0.089735699787234 0.110968064831915 -0.349338414731915 -0.484141274255319 0.204633757510638 -0.453697247021277 -0.487128422553191 0.0723815085255319 -0.0397384617021277 -0.0414008516170213 0.123686466212766 -0.00140446813617022 -0.947116527659574 0.125876924702128 0.00648109544829787
18 LAYING 3 0.277045258145833 -0.019536840063125 -0.107209356208333 0.383681639791667 0.360164958768542 -0.320204232520417 0.928531455208333 -0.214046334375 -0.00307981704708333 -0.9544062675 -0.93357760125 -0.934378766458333 0.103681343708333 0.00987685807166667 -0.00932470617291667 0.165271070858333 0.276544029529167 -0.336817322270833 -0.0960837437708333 -0.0341782208604167 0.0870012595210417 -0.19830385328125 -0.18922957 -0.0940797929729167 -0.0256452232354167 -0.0768089915604167 -0.0372228650416667 0.0393387960854167 -0.193508405479167 0.193206498960417 0.333754731458333 0.373611914166667 0.333754731458333 0.373611914166667 0.10384507225 0.209502174375 0.0142677821595833 -0.0426276750979167 -0.0829366854166667 -0.111228416159583 0.328308506041667 0.339771173822917 -0.277602590916667 0.403369766666667 0.283247837625 -0.4060143105 -0.41164933625 0.021911178210625 0.3062531664375 0.136554991314583 0.1372024523 -0.283086205125 0.0886515099394167 0.341242392604167 -0.389057047125 -0.315757694854167 -0.48434366125 -0.0348254245729167 0.0633716052854167 -0.130327465789583 0.15284524938125 -0.286724914610417 -0.235470976166667 -0.275667262770833 0.00150446630625 0.15112587523125 0.3029636429375 0.395958034583333 0.1446227570625 0.106479482332292 0.243834258785417 0.15480886140625 -0.00160659497083333 -0.0143735434 -0.242353857320833 0.230693028479167 -0.132705384364583 -0.145733545496458 0.0369462966260417 -0.0453085168958333 -0.0358369679166667 0.312706787791667 -0.207129263041667 -0.804077122291667 0.232771541666667 0.0239615746072917
19 WALKING 4 0.261237565425532 -0.00130828765170213 -0.104544182255319 -0.977229008297872 -0.922618641914894 -0.93958629106383 0.831509933404255 0.204411592680851 0.332043702765957 -0.968457145744681 -0.935517055957447 -0.949040933191489 0.0774825199574468 -0.000619102785106384 -0.00336779235021277 -0.986430711276596 -0.981371965319149 -0.987910804468085 -0.045350056512766 -0.0919241549361702 0.0629313811914894 -0.977211283191489 -0.966473895319149 -0.941425920851064 -0.0936793807234043 -0.0402118124255319 -0.046702627 -0.99173159212766 -0.989518068510638 -0.987935806382979 -0.948536786170213 -0.927078418723404 -0.948536786170213 -0.927078418723404 -0.987364195531915 -0.984120024042553 -0.93089249 -0.934531840425532 -0.991976341276596 -0.988308728510638 -0.979641238723404 -0.944084550425532 -0.959184889148936 -0.976412313191489 -0.917275006382979 -0.934469558085106 -0.0495135975489362 0.0759460768510638 0.238829870148936 -0.986597022553191 -0.981579467021277 -0.986053092340425 -0.987492994468085 -0.982513909574468 -0.988339184893617 0.256610823568085 0.0475437839595745 0.0923920032553192 -0.976161464042553 -0.975838585319149 -0.951315544468085 -0.977904227021277 -0.962345042553192 -0.94391784106383 0.189153021260851 0.0631270669787234 -0.0297839207446809 -0.947782922553192 -0.928444801702128 0.236655011680851 -0.985262126808511 -0.981606177446808 0.351852201957447 -0.958435589361702 -0.932198374893617 -0.000262186717021277 -0.989797547234043 -0.987049617234043 0.184775928085106 0.0274415479191489 0.0297097878297872 0.0676981338723404 -0.064881619087234 -0.591247480212766 -0.0604660253808511 -0.218017225106383
20 WALKING_UPSTAIRS 4 0.27708735173913 -0.0156879937282609 -0.109218272456522 -0.986822279565217 -0.950704499130435 -0.95982817173913 0.940477273043478 -0.105630024498783 0.19872676876087 -0.979988760869565 -0.956750273043478 -0.954415873043478 0.0722564387173913 0.0116954511323913 0.00760546929869565 -0.988055854130435 -0.977983955434783 -0.98751821173913 -0.0454706620434783 -0.0599286797043478 0.0412277462173913 -0.985742027826087 -0.978919526956522 -0.959803708695652 -0.0936328412826087 -0.0415602029130435 -0.04358509665 -0.989709023043478 -0.990889614782609 -0.985542325652174 -0.967893623913043 -0.953081444130435 -0.967893623913043 -0.953081444130435 -0.986774713043478 -0.984475868043478 -0.946035087173913 -0.961313624130435 -0.991081493913043 -0.989594919565217 -0.985803840652174 -0.957343498478261 -0.970162172608696 -0.98736209 -0.950073754130435 -0.956862864130435 0.08519282071 0.150193956163043 0.0960646759586957 -0.987848793695652 -0.977139702826087 -0.985129050217391 -0.989459107391304 -0.980804228478261 -0.988570804130435 0.305546818084783 0.0262448647134783 0.0929030630369565 -0.982621389565217 -0.982100923695652 -0.959814822391304 -0.986808501521739 -0.977356188695652 -0.963522659782609 0.130523120891304 -0.192142737913043 0.0409472348676087 -0.96127374826087 -0.955575602173913 0.130934202854348 -0.983874698913043 -0.984124185869565 0.280062423956522 -0.971840596086956 -0.961385745217391 -0.106358909173913 -0.989861950869565 -0.989632908913043 0.1947221493 0.0395284311165435 -0.00339286689565217 0.0209731695434783 -0.0762041966043478 -0.774436094565217 0.155857278304348 -0.118224398621739
21 WALKING_DOWNSTAIRS 4 0.257197599134615 -0.00350299841730769 -0.0983579203269231 -0.971010120961538 -0.856617812115385 -0.875110175384615 0.901098984615385 0.127303379245962 0.139020582461538 -0.957324457884615 -0.903923008269231 -0.897736318269231 0.0726098418653846 0.00272529134230769 -0.00423348373557692 -0.974467390384615 -0.953631390961538 -0.974661565961538 -0.0385365204807692 -0.07524100275 0.0940113975530769 -0.965434768461538 -0.944854571346154 -0.926413710384615 -0.103605889057692 -0.0360909881807692 -0.0590079966686538 -0.972546905961538 -0.978635908653846 -0.973751670576923 -0.895383350192308 -0.8703017 -0.895383350192308 -0.8703017 -0.969080752884615 -0.966550084230769 -0.919354372307692 -0.925518103807692 -0.977998051923077 -0.976772675961538 -0.970154440961538 -0.891907751346154 -0.917987925384615 -0.971605878461538 -0.8496556575 -0.864322464038462 0.0312989368846154 -0.00661630574807692 0.0478619586153846 -0.974950363461538 -0.954170151346154 -0.970845669423077 -0.976283534807692 -0.956461756730769 -0.9771595725 0.215731832596154 -0.0959148729942308 -0.0437473433390385 -0.957550637692308 -0.95617355 -0.934967958846154 -0.968013062884615 -0.939609988461538 -0.930633150769231 0.0520844490903846 -0.166042259123077 -0.0387467420096154 -0.904185725576923 -0.874626592115385 0.02816007875 -0.965888891730769 -0.966568852884615 0.286795769778846 -0.946664943653846 -0.925449629 -0.115525765230769 -0.977898105576923 -0.976689802692308 0.0871902338923077 0.0327172863134615 0.00407829679403846 0.0643706655192308 -0.0252355469096154 -0.759811921923077 -0.00632480140384615 -0.0783934904807692
22 SITTING 4 0.27153827992 -0.007163065158 -0.10587459588 -0.980309931 -0.89022398108 -0.9322030066 0.8693030064 0.211622539936894 0.11012048108 -0.9814052948 -0.93272710386 -0.9509492546 0.0784500239 -0.0108582171094 -0.0121499951596 -0.9767421962 -0.9445961056 -0.9790387658 -0.04944351156 -0.08943006108 0.10115033478 -0.9701317904 -0.9584681204 -0.9279722294 -0.09694948424 -0.041848389996 -0.0489964351672 -0.9698997312 -0.984441358 -0.9688048316 -0.93569482 -0.9144078448 -0.93569482 -0.9144078448 -0.9701322836 -0.9625491104 -0.9260633138 -0.928898293 -0.9804904618 -0.9758066902 -0.9774624984 -0.9057829318 -0.9517837432 -0.9819081892 -0.8894673494 -0.9269993168 0.037381761194 0.07878600934 0.01209426602 -0.9768457126 -0.9442983908 -0.9751549056 -0.9787769122 -0.949293158 -0.9816994482 0.2130199199042 -0.075289966262 0.012245576986 -0.9605896358 -0.9675836478 -0.9337768922 -0.973333107 -0.954120419 -0.9328683544 0.1090926580982 -0.394745539548 -0.1457260342 -0.929002095 -0.9198157096 0.028092110644 -0.9625007338 -0.9615845194 0.22719801466 -0.9487697524 -0.9288505544 -0.20008475764 -0.9765477634 -0.9762617538 0.08593420296 -0.010753474716 -0.0075990574098 -0.032687279624 -0.0595747229 -0.7102762428 -0.07099878796 -0.0563298907436
23 STANDING 4 0.273694139545455 -0.00990083527045455 -0.108540300265909 -0.980945022045455 -0.904335121022727 -0.926094740227273 0.880731443863636 0.168445524 0.143006857611364 -0.983137541590909 -0.939942979795454 -0.945008999545455 0.0749577410909091 -0.00278773346136363 0.00338609594827273 -0.975204850227273 -0.952786261136364 -0.973436529545455 -0.0422355209795455 -0.0835484079545455 0.0823934451590909 -0.966225485 -0.950064068181818 -0.940637937045455 -0.0889747665681818 -0.0454702982386364 -0.0487714733568182 -0.966037012045455 -0.975433911363636 -0.964878512727273 -0.9379783225 -0.920939027727273 -0.9379783225 -0.920939027727273 -0.969320155681818 -0.965757731590909 -0.934301646590909 -0.931414810454545 -0.973848287045455 -0.970392610454546 -0.977450812045455 -0.921434735681818 -0.946064216818182 -0.9825908425 -0.9022915301 -0.92184351 -0.0209330490795455 0.0684590033636364 0.0403161796295455 -0.976024951136364 -0.954237489772727 -0.969501330681818 -0.976530547272727 -0.954464442045455 -0.97602233 0.0757356169022727 -0.131861736040909 -0.0644960732795455 -0.957117251818182 -0.955460359318182 -0.938003425909091 -0.969390369318182 -0.947571471590909 -0.947346476590909 0.125891358536364 -0.187706341013636 0.0966833908409091 -0.936290604545455 -0.925669291136364 0.0586075165227273 -0.964440302272727 -0.966545323409091 0.245936717454545 -0.944760322045455 -0.934746865454545 -0.00578350086590909 -0.971598370227273 -0.970675403409091 0.08129013264 0.0287036466522727 -0.0209532538863636 -0.0178752189840909 -0.0885933937022727 -0.730101663409091 -0.0384493972045455 -0.0806862754545455
24 LAYING 4 0.276778487454545 -0.0145911615290909 -0.110127728709091 -0.980164933636364 -0.923682131090909 -0.925797097090909 0.933692934909091 0.0682628663363636 0.0695219657167273 -0.988872369272727 -0.960875994727273 -0.955475832363636 0.0754721635223636 2.55649800000023e-06 0.00623727782090909 -0.969929476363636 -0.945143686181818 -0.958572952545454 -0.0372442282830909 -0.0899083302550909 0.0854346006181818 -0.957367681818182 -0.944130044727273 -0.939681350909091 -0.0936693524363636 -0.0333986700025455 -0.0465504310978182 -0.943714804727273 -0.961780726363636 -0.958787671272727 -0.949543531272727 -0.931572655636364 -0.949543531272727 -0.931572655636364 -0.962733502 -0.948181827818182 -0.932703812181818 -0.921259472727273 -0.962929227818182 -0.950150571818182 -0.975351454727273 -0.928264365454545 -0.935798115272727 -0.982451284727273 -0.925676956 -0.925768475636364 0.00304695404363636 0.123381829747273 0.0818455300187273 -0.971037479818182 -0.947070821272727 -0.954199785636364 -0.971488767454545 -0.946880042 -0.961636555090909 0.0999400617187273 -0.150934459496364 -0.0913484667963636 -0.939671400545455 -0.943857393090909 -0.934764895454545 -0.963407046545455 -0.944901470363636 -0.947326797818182 0.139409516872727 -0.129239217950909 0.0438103632909091 -0.935750391272727 -0.939547202909091 0.128902046152727 -0.948348653636364 -0.947304700363636 0.171844519818182 -0.929725679272727 -0.929549141636364 0.0461735838090909 -0.952034566 -0.951196693454545 0.121846501998182 0.00232762371945455 -0.0238156430418182 0.0479272445938182 -0.0351476023527273 -0.784772392909091 0.0360512934927273 -0.02782276988
25 WALKING 5 0.278917629056604 -0.0161375901037736 -0.110601817735849 -0.995759901509434 -0.973190056415094 -0.979775876981132 0.942952000377358 -0.272983832264151 0.0134905823226415 -0.99376298509434 -0.981225957924528 -0.976324063584906 0.0753766542264151 0.00797573092830189 -0.00368524954709434 -0.994604542264151 -0.98564873245283 -0.992251177358491 -0.0239877347979245 -0.0593972209811321 0.074800751 -0.987191946603774 -0.98773444 -0.980645626981132 -0.0996092129056604 -0.0440627877924528 -0.0489505466716981 -0.992945106981132 -0.995137917358491 -0.992108467169811 -0.984278207358491 -0.981942928867925 -0.984278207358491 -0.981942928867925 -0.992367790566038 -0.993096209433962 -0.976493792830189 -0.978690028679245 -0.994966790566038 -0.994733238679245 -0.995249932641509 -0.977070847735849 -0.985297098679245 -0.99602834509434 -0.972293102075472 -0.977937259622642 0.0865153619088679 0.117478948718868 0.244858585792453 -0.994630797358491 -0.985418704528302 -0.990752166037736 -0.995073759245283 -0.987018226792453 -0.992349818113208 0.314182940150943 0.0391618954943396 0.138581478749057 -0.986386786037736 -0.988984455849057 -0.980773122830189 -0.987497128679245 -0.987107727735849 -0.98234533 -0.120293020603774 -0.0447191978169811 0.100607635139623 -0.985356361132075 -0.982313804716981 0.284555290773585 -0.99254247754717 -0.992536003396226 0.422220102264151 -0.984617623396226 -0.978466072075472 -0.0286057725328302 -0.994815376981132 -0.994671123207547 0.334498734301887 -0.000222340747169812 0.021963782690566 -0.0337938382037736 -0.0279229321962264 -0.743407887924528 0.270175032830189 0.0122528503773585
26 WALKING_UPSTAIRS 5 0.277911472222222 -0.0184208270166667 -0.105908536055556 -0.987271889259259 -0.957304989259259 -0.949741851296296 0.896928566851852 -0.370062696851852 0.129747161222222 -0.986685818703704 -0.97419442037037 -0.945927078703704 0.0747588597592593 0.0103291774794444 -0.00837158846722222 -0.981085715555556 -0.97105943962963 -0.982841446481482 -0.0238623875712963 -0.0820396577592593 0.0878351695481481 -0.972998629814815 -0.971441996481481 -0.964856701851852 -0.105562157888889 -0.042241953537037 -0.0546539479425926 -0.979324000740741 -0.983447258518519 -0.973610118333333 -0.965875181296296 -0.957874965 -0.965875181296296 -0.957874965 -0.980489077407407 -0.976675280185185 -0.963466341851852 -0.95394338037037 -0.983951904259259 -0.977204427777778 -0.983946739814815 -0.959871697407407 -0.962471195740741 -0.989056469814815 -0.957908842222222 -0.946433583518518 0.108519182924074 0.0623378066683333 0.104462499601852 -0.980973241666667 -0.970851337962963 -0.979775152037037 -0.983007923703704 -0.973520241111111 -0.984599905185185 0.331449281481482 -0.0569368291814815 0.0396498183462963 -0.967037112037037 -0.972576152962963 -0.960627696111111 -0.97498812462963 -0.97103605037037 -0.969754295740741 -0.107416045074074 -0.171160370096296 0.000226810610740739 -0.964052166481482 -0.960519381481482 0.119649963903704 -0.977065295555556 -0.97516046 0.304871865218519 -0.961775904814815 -0.956788725740741 -0.0661266045796296 -0.977849827407407 -0.977754298148148 0.160662823925926 -0.013681915312963 0.0411822244577778 -0.0151035161722222 0.11232464912963 -0.627180076111111 0.337937911666667 -0.0678959805833333
